x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55
-0.19482370324276035,2.738855322910818,-4.74456090483389,-0.25684894314067824,-3.701794505543494,-4.932953134202313,-0.9651878921688556,-1.2830689796851242,-3.4237016609197863,0.5609150082515392,-1.4123919841536243,-0.4067398663715395,-2.5868995716210064,-0.39984402086222903,-0.25670215740269453,0.46967412009882825,-0.04365017997045715,0.7511784716945085,-0.4080727271573176,2.4439771936465036,2.049396533207403,-0.30251925603850827,0.658929680737075,-0.42213857654667386,0.6538226717079775,0.4758738567865416,1.4394417772879085,-0.5931898487911209,0.5862010624504463,-0.3820168491805195,2.1590670000087324,0.05645719872372265,0.859533745639945,-1.1160429838466677,-0.49387124096742163,-0.43967163123188824,-1.113269981714792,2.1806765130883297,0.83424099265299,-0.4958427284150001,1.5245424305546076,0.8940139048742982,-0.2679960681087326,0.267753835889618,1.1238402483712036,-0.3083380947437172,0.45818548649999824,0.7295046851974196,1.422093142813174,1.0326177032771993,-0.5543564941437537,0.195080992505355,0.17198208717862,0.19520517426018172,0.6104733106156667
-0.05892177996746976,2.5589149187210776,-4.552449869183156,-0.582495870122238,-3.5833350321741637,-4.57318575365463,-0.7638308191359429,-1.3704180261634413,-2.862510182259907,0.6227632608832895,-1.1276196601560846,-0.08224308093553132,-2.174376961502786,-0.2650626628251772,-0.1436719987305381,0.40612690884849345,0.05962262868098286,0.5671900472159478,-0.4291560013977313,2.250180252377559,0.45981628706565825,-0.5677677930229369,-0.30292454302473365,-0.6772541848501794,1.2389826772327917,0.4271844458708574,1.2541116000879984,-0.13991442562900844,-0.599822356854755,-0.8279331907004582,1.1281644103859472,-0.007005902368888872,1.5855295671175083,-0.13413104704394982,-0.36744791181544434,0.16274752914507318,-0.672838746272435,0.7433438911511552,0.45399343888575416,-0.256768229655984,1.1666320494940818,-0.14741138920807012,0.30695311134847447,0.670483430381453,0.7800046352740982,-0.18275709810762172,0.2384954788279496,0.8975298677831027,0.31334009791259393,0.12113075367441205,-0.7210532400886527,0.5083536712633565,0.15447952368564274,0.06720505409675687,0.20490653680795815
0.076980143307822,2.3789745145313392,-4.360338833532421,-0.9081427971037974,-3.4648755588048332,-4.213418373106951,-0.5624737461030298,-1.4577670726417573,-2.3013187036000295,0.68461151351504,-0.8428473361585447,0.24225370450047648,-1.7618543513845655,-0.1302813047881252,-0.030641840058381598,0.3425796975981591,0.1628954373324238,0.38320162273738756,-0.4502392756381462,2.058521768598059,0.016761594114666246,-0.5968010527112324,-1.1501830399777873,-0.8378854197912303,0.20513545935888272,0.822096158056218,0.9351013548244473,0.2693198978657319,-1.0924671030597224,-0.4025239751374193,0.5854955089306648,0.38110066730552666,1.9777827709005065,1.2071525463434984,-1.0741219848623873,0.3071161623798706,0.04669419822176618,0.5053939601419594,-0.2082959244749345,-0.8587048631891177,0.6937809903846481,-0.5098785147054842,0.5926929842404063,0.491442605786455,0.5942005953200472,-0.025555640877433068,-0.48332067749055396,0.046293620795763005,0.5943171868753966,0.18081547872195308,0.04823101332045693,0.3593575949413167,0.18922406164518513,0.02551885936049987,0.46689289263937395
0.2128820665831121,2.199034110341602,-4.168227797881682,-1.2337897240853575,-3.346416085435502,-3.8536509925592664,-0.3611166730701167,-1.5451161191200733,-1.7401272249401496,0.7464597661467903,-0.5580750121610047,0.5667504899364842,-1.349331741266346,0.004500053248926838,0.08238831861377506,0.2790324863478253,0.2661682459838643,0.19921319825882702,-0.4713225498785597,1.665358305628502,-0.19185822471929526,-0.9577436689628652,-1.9036001916800869,-1.1183179252606459,-0.5037904067953857,0.8097688667740685,0.3160946585860613,1.231908074378144,-0.06337436155038266,-0.16242345291000881,0.9641670521573567,1.1299962727301152,1.5606963835258443,1.1500334367809235,-0.223235219274405,0.4620499864884394,0.36220318644293603,0.38897181994728974,-0.5116218760957989,-0.35598723036159496,1.3322273749870854,-0.46671448832722184,0.4857692786634896,0.36211083719900483,1.2809357389149798,-0.06630513824761394,1.288421947869042,-1.2663077531604838,0.2656290098180741,0.6689224644814258,0.017999952477859144,0.49194652221184215,0.10607994427868546,0.18970846057756363,0.7620976465250876
0.34878398985840287,2.019093706151862,-3.9761167622309443,-1.5594366510669173,-3.2279566120661727,-3.4938836120115844,-0.1597596000372037,-1.6324651655983895,-1.1789357462802723,0.8083080187785403,-0.273302688163465,0.8912472753724918,-0.9368091311481268,0.13928141128597846,0.1954184772859317,0.21548527509749038,0.36944105463530524,0.015224773780266154,-0.49240582411897427,1.749929684836519,-0.20791769384626815,-0.24276667110450859,-1.6510551205374835,-0.6729040019641234,-0.18178036413154358,0.6801049599285317,-0.3686874230760583,0.9340596347804586,0.2427178449404609,0.36577421158152545,0.07520742474621762,0.7768857662844122,1.8560994985185695,1.651803231992129,-0.19690472366579898,0.6378690417499402,-0.4932315840562971,0.6799120226253296,-0.2130784014177442,1.208313668266541,1.474893964384584,-0.13531347004154007,-0.4477837591468765,0.3430317984367909,1.389248226736736,-0.5869043757984468,0.26438081514154316,1.6390385493059219,1.1444378009323442,-0.18353937551517893,0.02611126520307166,-0.20022575811745202,0.3939425797826959,0.585003134060312,-0.22040874240517389
0.4846859131336933,1.8391533019621231,-3.7840057265802085,-1.8850835780484771,-3.1094971386968413,-3.1341162314639,0.041597472995709574,-1.7198142120767055,-0.6177442676203928,0.8701562714102917,0.01146963583407475,1.2157440608084995,-0.5242865210299075,0.2740627693230305,0.30844863595808836,0.15193806384715627,0.47271386328674586,-0.1687636506982947,-0.513489098359388,2.1149633991196715,-0.02029008246418869,0.5600679262722088,-1.6725874157556326,-0.7670636879676178,-0.3685663687392675,0.6649438234959454,-0.15996172922051996,1.3733617718272888,-0.3549946864468975,0.4909232579181913,-0.04208269823072695,0.8609102787916605,1.009798126488544,2.0637371779288323,-0.6142228287767316,0.37574111357798523,0.9304987850741728,0.1549082103691274,-0.9984846727608407,0.2525427010619689,0.7503790070648084,-0.3305922143064843,0.6984065627197146,0.08199295881964587,0.7398912032615289,-0.759704916525217,0.9848266403275926,0.024796511267759946,0.07239580041738194,0.26908081140906975,-0.0939093035684821,-0.8312537040008292,0.922917185251305,-0.8588474201633697,-0.7532886401495371
0.6205878364089845,1.6592128977723843,-3.591894690929473,-2.2107305050300368,-2.9910376653275104,-2.774348850916217,0.24295454602862213,-1.8071632585550226,-0.05655278896051437,0.932004524042041,0.2962419598316146,1.5402408462445072,-0.1117639109116877,0.4088441273600827,0.42147879463024496,0.08839085259682114,0.5759866719381863,-0.3527520751768553,-0.5345723725998023,1.3984438384622038,-0.6321484198427443,0.425349374548916,-1.785335153105743,-0.8585816367263587,-0.22689978036344408,0.5504414371272638,0.13498068602469396,2.30458585905293,0.5707138617151573,0.9320812805653852,0.3276188506423043,0.8184844592603087,-0.37230023048915356,1.0021273450742798,0.1373748831304882,-0.009105771210571979,0.5262045471679819,0.9031986020464046,-0.621088225234558,0.5002580396616221,0.2692352983084145,-0.3130451050361412,0.5498426882123832,-0.5892768351158602,1.59001396421987,-0.5154460063116553,0.9911785095279,-0.1185264010178253,0.05087183642097049,-0.0536864547874617,-0.2853648223907923,-0.3657721874825618,0.13379272211940452,-0.5509625573151347,-1.1286651467677609
0.7564897596842756,1.4792724935826456,-3.399783655278736,-2.536377432011596,-2.872578191958179,-2.4145814703685358,0.4443116190615348,-1.8945123050333381,0.5046386896993638,0.9938527766737918,0.5810142838291545,1.8647376316805155,0.30075869920653203,0.5436254853971348,0.5345089533024017,0.024843641346487547,0.6792594805896267,-0.5367404996554158,-0.5556556468402162,0.5331919413054694,-1.9385158546781347,0.40984381199022224,-1.6330079098306243,-0.5358840240573526,0.8016031307562532,0.39418319923963147,0.26447130435259536,2.5331001958198773,1.074594117273588,1.593933456563613,0.14895658919744287,0.5181308521902479,-1.0639627643045475,0.3010792916072494,0.5110837311121155,0.1932138572318261,-0.5282109828302326,0.8398736558268407,-0.33524127685508376,0.5754431617343272,-0.20744611652245537,0.2667861282664009,0.7487300316781661,-0.5419188207084318,1.3817364896502007,-0.3607732953014425,0.17775418974129198,0.25576170090761907,-0.13142343759223793,-0.5507511307036573,-0.9352938028044249,-0.31340380370509247,-0.16486863437326515,-0.8014340492633001,0.01798410900439061
0.892391682959566,1.2993320893929063,-3.207672619627999,-2.8620243589931578,-2.754118718588849,-2.0548140898208507,0.6456686920944487,-1.9818613515116554,1.0658301683592433,1.0557010293055427,0.8657866078266943,2.1892344171165234,0.713281309324752,0.6784068434341874,0.6475391119745582,-0.03870356990384718,0.7825322892410671,-0.7207289241339763,-0.5767389210806306,0.20987371280312944,-2.845424431403335,0.6337621089610164,-1.5285074010708024,-0.25170968580297665,1.4444247471660605,0.5152836412145532,0.20715776959096519,2.5822118590334764,0.7564987473023567,2.2117360087292393,-0.7101328379526053,0.23634466138223084,-1.1917833508626343,1.112684229316938,0.8928906071016542,0.6547551666697579,-0.9181051305051487,1.0763780210263734,-0.797574526327664,0.7824160101465426,-0.16753598750964008,-0.00581077151301323,1.342493343581689,-0.11886389386264126,0.38066072871423534,-0.26898403345439836,-0.4870917369053691,0.7212187304754483,-0.23548616041163634,-0.7046972507218057,-1.23845060366104,-0.2826635079208347,-1.1823815951572467,-0.19340737294917454,0.05412039322271598
1.0282936062348569,1.1193916852031678,-3.0155615839772634,-3.187671285974716,-2.6356592452195176,-1.6950467092731687,0.8470257651273608,-2.06921039798997,1.6270216470191214,1.1175492819372923,1.150558931824234,2.5137312025525302,1.1258039194429696,0.8131882014712385,0.7605692706467148,-0.1022507811541811,0.8858050978925078,-0.9047173486125372,-0.5978221953210444,-0.32990674975062323,-2.437538038758998,1.3295617535712974,-1.3788609363380597,0.3010118804403286,1.265840254474085,1.0276046391870737,0.2431528059863267,2.6825585723230745,0.8009130393063018,2.7821922167131796,-1.2836688094351558,0.03286814806457947,-1.6151036641918923,1.775316234746431,0.40599975789022597,0.7465122025571037,0.2270374074614927,0.8407946823356226,-1.3392305978590175,-0.4632234869435511,0.40133902809218447,-0.16876922123722352,1.618518478989421,0.47678635245176415,-0.2363019454423599,-0.5260690446705274,-0.9815986154978114,-0.237441267320034,-0.2685741170612344,-0.33068833193247993,0.25715766164092246,-0.24538273881704611,-1.3528264480531027,0.19133652844301124,-0.4554222423999743
